Text,Sentiment (POS/NEG/NEU)
Mjhy tu koi khikayat nahi,neu
itna pyara mausam horaha ha,pos
Hawa ki raftar kitne hoge?,neu
Beshakk ALLAH jo kerta hai behtar kerta hai,pos
November k last days me jo Cold Wave ayeg,neu
us me wo log b jackets pehengy?,neu
"sweaters pehnenge jo December,January me b nahin pehante hain..",neu
log tou abi sy pehen rahay jackets,neu
Subah 6:30 pe uthna hota hy job pe janay ke liye,neu
Karachi main aise thaand,neu
Aesi Sardi ae Jo mjhe sweater pehenne per majbor kre,neu
Acha hai bht acha hai,pos
tab maza ayega muje bhut,pos
Apka joke,neu
Dec ka to btayen sardi hugi k nhi,neu
phr jan me khtm is bar,neu
aur hamara kiya hoga jin ka abhi sey bura haal hae,neg
sach mei wait kr rha ho mei,neu
Ham nhe pehne gy,neg
yeh konsi wave humse baree shetaan hogai,neu
15 16 Nov ko honi thi?,neu
bhut he acha yaar,pos
Sirf Monday morning tak?,neu
Mujhe to lagra tha ab esi chalyga,neu
excellent update ha,neu
monday morning tuk ha?,neu
Sweater kab pehanna hai,neu
dmin ye btaen k jackets kab se pehan na shuru karenge ?,neu
kya itna acha weather monday se change hojaiga,neu
-2C tha kal raat ko,neu
Sub ko barish ki kitne fiker ha barish kb hugi,neu
"Han jin k kache ghar han, bekar sey",neg
"unka is sardi ma Kia huga ager barish hugi to,",neu
refrigerator mei hoga itna ziada,neu
subko mzay arhy hyn koe ghareeb ka nhi sochta,neg
thk kaha bilkul,pos
jin k pas properly ghar ni Han un ka Kia haal hu raha huga,neu
ahsas krna chaiye,neu
Allah pak sub ko pakke ghar ata Kare ameen,pos
sub ko barish ki fiker ha sardi Ki,neu
"barish or garmi Ki, barish ma boht ferk ha",neu
herat ha mje un logo per jo sardi ma barish k khowaish mand log han,neu
Gareeb ka koi nhe hota siwae Allah k,pos
Saba Asim TM ny to emotional hi KR Diya,neu
llah sab pe apna karam kare ameen summa ameen,pos
nocent emotional hune Ki bat ni ha,neu
ager insan ma se ahsas khatam hu jaye to woh insan ni kahlata,neg
2nd bat gareebo ka Allah hota ha ,pos
amero ka ni hota Ki,neg
Allah pak to sub k Ha,pos
gareeb or ameer banna insan k ikhteyar ma ni ha,neu
"ye takseem Allah Ki, taraf se hote ha",pos
wath lgi h idr,neg
agr nhe hua esa tu 2kg mithae,neu
due ha ap pey treat,neu
Bht mja arya ha,pos
dil garden garden horya h,pos
Barish tou nahee hougee naa ?,neu
 Bheega bheega November wow,pos
Roz do din aagy hojatu bhai,neu
update k liye shukriya,pos
Post to aise aati jese ye admin hawae chala raha,neu
Snowfall hogi khi mein ?,neu
barish 2019 mai hogi ya phir 2020 mai hogi ?,neu
Aj bhe machine nahe lagi,neg
abhi se tabyat kharab ho gaiy he,neg
 Kaal or persu or sardi ha,neu
Kab tk rahay gi?,neu
Shukar alhamdulillah,pos
 pichhlay kayi salon se hum Karachi walay bhut cheze soch rahay hain,neu
itna nah sochey please,neu
Log kam nahny gy,neu
pani ki saving hogi is br,neu
Suna h sehvan sharif mein snow fall hui h,neu
kya yeh sach ha?,neu
weather kafi thanda hogia ha,neu
yeh thek nae environment k liye,neg
shukar ha acha weather ha,pos
Alhamdulillah is weather ke liye,pos
achi prediction thi,pos
Vine vine mosam hora hai,neu
Baraf parh skti hai kia?,neu
2019 me sare hi record break ho rahy hy,neu
Karachi ka temperature ek baar - mein chala jaye,neu
is tarha garmi barish ny records torey,neu
hOpe sardi b pichy nh hategi,neu
rain hogi kia aj?,neu
Barafbaari pre gii,neu
awesome weather ha karachi ka,pos
bhut he lash mausam ha,pos
sab members ko good morning,pos
Idhr itni srdi fell krwai ja rhi h,neu
itni sardi ha he nae,neg
fan band kro yeh,neu
Nhi ac off nhi kiye,neg
mgr light kholne m susti aa rhi h,neg
hmare b ghar k fans chal rhe hn,neu
Alhamdullilah bijli ke bill Bach rae h,pos
 full time murree mahol ha,neu
Bhai hmare fans siraf June July me band hoty he,neu
wo bhi loadshedding ki waja se,neg
Aesa kuch nhy hai itni b sardi nh,neg
Ab ese b thand nhi,neg
Ac to off krdiye but fan nhi kiye,neu
hamay nend nae atai,neg
fan off krdey tou,neu
mgr ac chalta ha,neu
Hyd mai fans on hai bhai,neu
sardi October mai agai,neu
Bht acha mosam h,pos
Yes asa hua hy,neu
koi barish ka chance ha?,neu
heater khola ha admin ney?,neu
kal yani Saturday ko b Karachi me Quetta Winds ki shiddat barqarar rahegi,neu
Mosam Sard rahega,neu
Kal subah b Feels like temperature 15-17 degree tak gir sakta hai,neu
Saturday k bd kesa hoga weather,neu
day temperature bhi kam rahega,neg
yaha ki report share krdo,neu
Kam Az Kam Authentic report deta hai,pos
jitne bhi pages hain sub se behtar is ki reports hoti hain.,pos
Itni sardi he na pta hi,neu
Hawa ghuss Kahan se rhi he,neu
Apko Hamari Taraf Se Cool Cool Air,neu
Bohat Bohat Mubarak Ho,pos
" Galyon mei Sannata ha yaar bhut, ajeeb",neg
soup kesa tha?,neu
mei tou roz soup peeta ha,neu
badam pistay khao,neu
kal he khaye hain badam pistay,neu
imagine tou karo karachi ka weather khali,neu
bhut he khubsurat ha yaar karachi ka weather,pos
ye saal to yad rahega karachi walo ko,pos
 september mai barishein hui,pos
november mei sardi ha,neu
ayeee hayeee mazzeeyy,pos
winter ki shopping krne chalti ho?,neu
muje winter ki shopping krni ha,neu
winter ki shopping krk maza ata ha ,pos
bhut khushi milti ha shopping krk,pos
ayeee hayeee mazzeeyy,neu
is main freez hujain gai,neu
 Muje to lagta hai is sal baraf b gire ga Karachi mei,neu
Bus Gezar Kahrab Na Ho,neu
baki tou sab vvip ha,pos
gesar karab hogia yr,neg
Allah pak sbko sardi bardash krne ki himmat dy,pos
janruary tuk hojaegi garmi bhai,neu
chill karo tum,pos
Humare yhan tu november ki start me hi sardi start ho jati,neu
ab k bar late start hui hy,neg
bhut maza ahgya yar,pos
November k end me start hoti he serdi es sal tu abhi se,neu
Coffee and soup Zindabad,pos
Kiya Hal hoga?,neu
acha imagine kia ha,pos
muje winter bhut pasand ha,pos
Thandi Thandi hawa Rehmaton ki chali,pos
Banke Mauje Karam Mustafa aa gaye,pos
Hal Meri ho gayi khud ba khud Mushkilein,pos
Sare aalam ke Mushkil kusha aa gaye,pos
rehmat ka pegham leayee ,pos
Thand me Huzoor Ka Milad Manayenge,pos
Thandi thndi hawa rehmaton ki chali,pos
Bus dry or dust na ho,neu
miti wali hawa chal rahe hai,neu
Is saal Karachi k mosam me waqai bht kuch acha ho raha hai.,pos
kia zabardast prediction thi,pos
huker ada kary ha mosam Allah kii bhi ek namat se kam nhi,pos
Allhumdullah us nay hume 4 mosam diya hai,pos
Logo KO pata nhe q sardi achi lagti hai,neu
mujhy se kam tk nhe hota sardi me,neg
sardi sey nafrat ha,neg
Maa sha Allah beshaq Allah pak behtar se behtarin krne wala hy,pos
17 degree centigrade sy aur kitna neechy Jaye ga ?,neu
Hame kiya pata hamari rat to kambal me guzar gae,neu
mai kehti thi na bohat kuch alag hoga,neu
Dada behtreen,pos
Aur tum Allah ki kin kin naimaton ko jhutlao gy.,pos
 Maza araha hai na in dheemi dheemi thandi thandi hawaon,pos
Ab Kal se yani Friday morning se in hawaaon me izafa ho jayega,neu
 mosam thora or Sard ho jayega,neu
flu hogia ajeeb,neg
ab yeh flu jaega he nae,neg
doctor k pas jao,neu
jati ho abi doctor ke pas,neu
muje 102 bhukar ha,neg
marney jesi halat ha,neg
marjao is sy acha,neg
garam garam fever dydia,neg
kal subha k liy bacho k uper bi nikal liye han school k liye,neu
zabardast hogia bro,pos
winter celebrate kr rha ho,pos
bhut achi news ha,pos
Allah dene wala ha,pos
aj sardi ki pehli subah temperature 19 degree record kiya gaya,neu
Quetta ki hawaaon ki raftar Tez ho jayegi,neu
Karachi me garmi ka aakhri din hoga.,neu
alvida summer,neu
mtlb hm Friday ko sweater bhi rkh le,neu
Abe kab ayengi sardi jaldi sey ajaye,neu
 mera favourite weather ahgya,pos
aj last day haa yaar,neu
mazay hogae beta,neu
"  Dheeray Dheeray badal ahrhy, wow",pos
bhai ye naam rakhny wala shayad koi tarsa hua kunwara ha,neg
ya phr apni b.v se tang shor hai,neg
mera bulbul sorha ha,neu
Waise y nam kon rakhta h cyclone k?,neu
 is lye like kya tha k weather k bare m update milti rahen gi,neu
yhan tou bs khosh krne ya phir hansane wali post lagti rahti h,neu
shor nah machao please,neu
Sary tufan k nam aunty k nam pr q hoty hain,neu
Buss Kar doo aab tu doob ney ka shoq bhi nhi,neg
Lagta naam rakhnay walay sub married men hein,neu
dil k behlanay ko ghalib yeh naam acha hai,pos
Bulbul.....maha....jameela....aneela.....ssadia Ye Baki Hen Kya Abh,neu
 Pehle Neelofar rakha,neu
Maha k baad bulbul ghazab dhany aari hai,neu
"Agr Koi Apky DiL py Dastak Dy To Foran Darwaza Nai Kholna chahye,",neg
In Per Qabza Aurton Ka Hi Hota Hai,neu
"ku Ky Kuch Logon Ki Aadat Bachon Jesi Hoti Hai,",neu
Mohabt Shadi Se Pehle Honi Chahye Ya shadi ke Bad Me?,neu
Dastak Dy Ky Bhag Jate Hain.,neu
Duniya K Ziyada-tar Currency Notes Per,neu
Mohabt Shadi Se Pehle Ho Ya Shadi k Bad,neu
Aadmi Ki Tasveer Hoti Hai,neu
Uski Khbar Bv Ko Nhi Honi Chye,neu
sab karab hojata ha,neg
Kehna To Nahi Chahiye Tha..,neg
Mujhse Woh Kehti Hai k Tumhari Zindagi ko Jannat Bana dungi,pos
Tu Abhi Tak Zinda Hai??,neu
Rehna To Nahi Chahiye Tha.,neg
Banana Usko ‘Maggie’ bhi nahi aata,neg
Per Confidence Dekho Bandi ka,pos
ar Doctor ye Q Pochty Hain K,neu
Subah kya Khaya Raat kya Khaya.?,neu
Yaar is Se Mareez ki tabiyat ka pta chalta ha,neu
Halat kese hain,neu
1 admi ne FM radio pe call ki,neu
mujay 1 batwa mila hai jis me boht sary paisey hain,neu
credit cards aur NIC card bhi mila ha,neu
Address lakki marwat ka hai.,neu
To ap unhein batwa wapis dena chahty hn?,neu
"Hum ap ko pagal lagte hy,",neg
Usay meri taraf se 1 sad Song suna den.,neu
Kiy hukam hai mere aaka?,neu
Mere taraf se perhye tum ker lo,neu
Aaka.. Hukum karo bakwas nai,neg
Tume itna kisne mara?,neg
Mere padosi ka bacha gum gya!,neg
To tumne aisa kya keh diya? ...,neu
Maine kaha Google pe Search karle !,neu
Rab kare aap ko sab miley,pos
Himmat miley,pos
Izzat miley,pos
Rupaiya miley,pos
Bungalow miley,pos
Ab bhi button daba rahe ho,neu
LAALCHI.,neg
bhut mara ha muje,neg
yeh tou musibat hogae,neg
chatting chatting kitna krogi?,neu
jee papa bikul,neu
girlfriend set krli kia?,neu
Chai ke cup piyo tum,neu
"Teri shakl nazar aati hai,",neu
Tere khyalon mein khojata ho,neu
Meri chai thandi ho jaati hai,neu
"Kia January, Kia February,",neu
Hum kia karein,neu
"November ko, December ko?",neu
"Jab Girlfriend hi nahi Humari to,",neg
Aag lagy is Calendar ko,neg
Khoob muskurao k mera sms aya hai,pos
Mobile choomo k mera sms aya hai,neu
Fakhar se gardan akrao k mera sms aya hai,neu
Chhat pe charho aur kood jao k mera sms aya hai,neu
Shohar aur biwi ek hi din mar gaye,neg
Shohar bhoot ban gaya,neg
Biwi Churail ban gai,neg
kuch dino k baad dono ka aamna saamna howa,neu
Kitne ajeeb lag rahy ho bhoot ban kar.,neg
Han. Lekin tum bilkul bhi nahi badli,neg
wesi ki wesi hi ho,neu
Aj ka kam Kl Per Mt Choro bhai,neu
tum Isa Persoon Per Chor Sakta hoon,neu
smjy baat ko?,neu
pagal hogae hain sab,neg
sad song suna ha?,neu
parson Meri Biwi Kowein me gir gayi.,neg
"Bohat chot lagi bechari ko, bohat cheekh rahi thi",neg
Ab kesi hai tumhari Biwi?,neu
Ab theek hai,pos
Kalse Kowein me se Awaz nahi Ai …,neu
aj mere pass sb kuch ha,pos
koi message aya ha,neu
mere ps mobile bhi ha,pos
mere ps acha balance bhi ha,pos
wow battery bhi achi ha mere ps,pos
Tumhare pass kiya hy?,neu
Mobile bech do,neu
Yar Doctor ye Q Pochty Hain K Subah kya Khaya Raat kya Khaya.?,neu
20 minutes pehele aatey tu mareez ko bachaya ja sakta ha,neu
10 minutes pehley hi tu hadsa howa hai,neg
Wo Jo apny pyar Ki Yaad Mein jhagtey rehtey hain,neu
Jaagty Hein Tanha Raaton Ko.,neu
Sirf Wohi Bata Sakty Hein,neu
Raat ko light kis kis time jati hai,neu
"Jab Hota Hai Tera Deedar,,",neu
Dil Dharakta Hai Baar Baar..,neu
"Aadat Se Majboor Ho Tum,,",neu
Jany Kab Maang Lo Hum Se Udhar,neu
Khan Sahab Kuch Fruits Ko Suraj Ki Roshni Me Sukha Rahy Thy,neu
Khan Sahab Ye Aap Kiya Ker Rahy Ho??,neu
Yara Hum Beemar Hai,neg
Doctor Ny Dry Fruits Khany Ka Mashwara Diya Ha,neu
Bari shidat se intazar hai us sawal ka,neu
"jis k jawab me hum kahein, qabool ha",pos
Mtlb tu paper kr k aaya hai?,neu
Nai yaar! Sath wali lrki k paas Calculator dekha tha,neu
Judge Ny Husband Ko Talaq Ka Faisla Sunaya,neg
Ab Tum Her Month Apni Aadhi Salary Apni Wife Ko Diya Kero Gy.,neu
Husband Khushi Se Dance Kerny Laga,pos
Tum Khush Q Ho??,neu
Aadhi Salary To Mere Paas Hua Kary Gi.,neu
Macharon Ko Bhi To Different Flavour Chahiye Hota Hai Na.,neu
Kiya Aap Ko Yaqen Hai K Mujhy Namoniya Hai?,neu
Mujhy Pata Chala Hai K Jise Namoniya Hota Hai,neu
Wo Akhir Typhoid Se Mar Jata hai,neg
"Aap Fikar Mat Karen,",neu
mei Namoniya Ka Elaaj Kerta Hun,neu
Wo Admi Sirf Namoniya Se Hi Marta Hai..,neg
Mere Mazhab Me Sharab Peena Haram Hai,neu
Isi Liye Tere Gham Me LASSI Pita Hun,neu
"Gham Bhi Door,",neu
Garmi Bhi Door.,neu
Pakistani Larkiyan Khubsurti hoti hain,pos
31 December Ko Load Shedding Ka Aakhri Din Hoga.,neu
Baki Ki Load Shedding nai pakistan mai hogi.,neg
Aapki Shadi Itni Late Q Hui??,neg
Sadqay Ki Waja Se,neu
Me Sadqa Bohat Diya Kerta Tha QK,neu
"Sadqa Buri Balaon Ko Taal Deta Hai,",pos
Bas Is Saal Masrufiyat Ki Waja Se Nahi De Saka To Ho Gai Shadi,neg
Is Shair Ka Matlab Batao..,neu
Shak To Tha K Mohabbat Me musibatein Hongy,neg
Yaqeen Na Tha K Saray Hi Hamary Hongy..,neu
Mehbuba Ko Easy Load Kerwa Ker Thak Chuka Hai.,neg
Aapki Smile Ny Sara Jahan Sula Diya,neg
Aapki Smile Ny Sara Jahan Hila Diya..,neg
Coma Se Jagy Mareez Ko Permanent Hi Sula Diya.,neg
Aap K Father Kiya Kerty Hen?,neu
Ji Wo Jutay Bnatay Hen.,neu
Phir Unhon ne Aapko Mochi Q Nahi Banaya?,neu
phely Admi Ny Sharminda Ho Ker dosrey Se Pucha,neu
Wo Ek Shareef Insan Hen.,pos
Phir Unhon Ne Aapko Shareef Q Nahi Banaya?,neu
Tum Itni Udaas Q Ho? Kiya Hua?,neg
"Tumhare Laptop Me Ek Folder ""My Documents"" K Naam Se Hai,",neu
"Jab K Uska Naam ""Our Documents"" Hona Chahiye Tha,",neu
"Is Ka Matlab Hai K Tum Mujh Se Piyar Nahi Kerty,",neg
Jao Me Tum Se Baat Nahi Kerti..,neg
Ek Memon se Marny k Baad Farishton ne bhut kuch pucha,neu
Koi Neki ki Thi Duniya Me,neu
"Haan Ek Faqeer ko 1 Rupiya Dia Tha,",neu
"1 Masjid Me 1 Lota Rakhwaya Tha,",neu
1 Hospital ko 6 Rupay Diye Thy,neu
"Ye Le Apne 7 Rupay, Lota Pakarr",neu
Aur Dozakh me Chal.,neg
Kiya Ker Rahi Ho??,neu
Wuzu Ker K Namaz Parhny Lagi Hun.,pos
Tum Kiya Ker Rahy Ho??,neu
Me Bhi Market Me Tumhare Pichy Pichy Tasbeeh Parh Raha Hun..!,pos
Baki Ki Load Shedding Aglay Saal Hogi..,neg
aap bhut achey ho bhai,pos
app imandar ho,pos
ap samajdaar ho,pos
ap talented bhi ho,pos
Maine ek chote bache se pocha,neu
Kon se school mein jaate ho?,neu
"Main jata ni, mujh bheja jata hai!",neu
Udhar Mangane Wala Aadmi pe bhut taras ata ha,neu
Hamare Parents k Samne Betha ha,neu
yeh mera best dost ha,pos
Email Jitni Marzi Taraqqi Ker Le,neu
Khabar Phelanay Ka Tez Tareen Zarya sms ha,pos
Me Saabit Ker Sakta Hun,neu
Aap Ko English Nahi Aati..,neg
Aik banda 10 din se soya nahain leakin phir bhee taza dum thaa,neu
Kyoun kay woah rozana raat ko 8 ghante sota hai.,neu
Jis tarah heeray ko heera kaatta hai,neu
"lohay ko loha kaatta hai,",neu
dekh lena theek usi tarah tumhe bhi ek din KUTTA katay ga.!,neg
Chaand Per Tumhara Naam Likhny Ko Ji Chahta Hai..,neu
Per Kiya Karen Ye Khayal Hi Subha Ko Aata Hai.,neu
Lo Mera Ek Sher Arz Hai.,neu
Msg Delete ker Do,neu
Sher Khatam Ho Gaya.,neu
"Idhar b Sitam ho Gaya,",neu
Udar b Sitam ho Gaya,neu
Ek Baar Jaan Mangkar To Dekho,neu
Ek Baar Yaad Karke To Dekho,neu
Bas Ek Baar Pukar Kar To Dekho,neu
Agar Hum Na Aaye To Samajh Lena ham mar gaye,neg
Ye Bakra Kitny Ka Hai.??,neu
"30,000 Ka ha yeh bakra",neu
O Yara Ye Kiya Touch Screen Wala Bakra Hai,neu
Ek Pathan Chilgozy Kha Raha Tha,neu
Khan Saab Mujhy Bhi Chakhhao,neu
Pathan Ny Ek Chilgoza Usy De Diya,neu
Haan Baki Sab Ka Zaiqa Bhi Aisa Hi Hai.,neu
Batao aisa kiya karen k Saanp bhi mar jaye aur Laathi bhi na tootay ?,neu
Pehle 1 zinda machar pakrain,neu
phir us ky qanday ek baar left ek baar right zameen pe lita dein,neu
machar hasne k liye moon kholay to usay MORTEIN pila dein,neu
Apni DP dekhain,neu
Phir apni shakal Mirror me dekhain,neu
Ab Faisla karein,neu
Kya Corruption sirf Syasat Daan kar rahay hain?,neu
Yaar Samajh Me Nahi Aa Raha ha,neg
Subha Office Kese Jaun..??,neu
Naye Pakistan K Raasty Bhi Nahi Maloom Mujhy To,neg
Allah ny ashraful makluqat sy paida kia ha,pos
Tum Uski Ebadat Kero..,pos
"Namaz Parho,,",pos
Rozay Rakho..,pos
Quran Parho..,pos
Uska Zikr Kero..,pos
Deeni Kitaben Parho,pos
Ammi Aaj Me School Ground Me Bilkul Shahid Afridi Lag Raha Tha.,neu
kal ka homework kia tum ny?,neu
Ground K Beech Me Dono Hath Uper Ker K Khary Ho Jao,neu
Bahu Tumhary Hath Khali Q Hen.?,neu
Me Ny Abhi Mobile Charging Per Lagaya Hai.,neu
mei Tanhaai Mehsoos kr rha ho ,neg
Akele Kamray Me Light Off Ker K Koi movie dekh lo,neu
Qasam Se Ek Haftay Tak Aapko Tanhaai Mehsoos Nahi Hogi,neu
sab kuch katam hogia mera,neg
Zindagi pur-waqar chahta hun,neu
Tujh pe bas ikhtiyaar chahta hun,neu
bas tera sath chaiye muje,pos
yeh kia horha ha?,neu
inki nazro mei sharab ka nasha ha,neu
Us nazar ka khumaar chahta hun.,pos
Akhir Karte To Kis Say Karte Tumari Shikayat,neu
Wo Shehar Bhi Tera Tha Aur Wo Adalat Bhi Teri Thi!,neu
jab dost banaao to –apne dil mein aik qabrustan bhi banaao jis mein is ki tamam buraiyan dafan krsko,pos
agar dosti ko sachey dil se nibhaoge to dosti ka asal maqam bhi paalo ge,pos
dosti aik aisa khobsorat phool hai ke khusbhoo urr bhi jaye rang baqi reh jata hai,pos
aik achay dost ko hazaar baar maanao kyunkay achi cheez baar baar nahi millti,pos
dosti Allah ki taraf se diya anmol tohfa hai,pos
ae dost to ne dosti ka haq ada kya,pos
apni khusi lota ke mera gham ghata di,pos
kehnay ko to –apne hain jahan mein bohat magar,neu
apnon ne mujh ko Dur se darbadar kara diya,neg
larta raha duniya se apnon ke liye mein,neg
apnon ne to wafa ka mujhe yeh sila diya,neu
hamari dosti pepsi jaisi nahi,neu
ke yeh dil mangay aur bhi ziada,neu
maari dosti to state life jaisi ha,neu
zindagi ke sath bhi zindagi ke baad bhi,neu
mujhe khud se ziyada sirf tum pay aitbaar hai,pos
meri aankhon mein is liye tumhara intezaar hai,neu
meri aakhein tumahray ehsas ko beedar kar gayeen,pos
isi liye tumhara dil mere liye bekarar hai,pos
chaho to rokkk lau mujhe chaho to jaane do,neu
mujh se ziyada mujh pay tumhara ikhtiyar hai,pos
iss naye saal mein jo to chahay woh tera ho,pos
har din khobsorat aur raatain roshan ho,pos
kamyabi chumte rahay tairay qadam hamesha yaar,pos
naya saal mubarak ho tujhay mere yaar,pos
naye naye Gulshan se Gulfaam bheja hai,pos
sitaron naay aasman se salam bheja hai,pos
mubarak ho aap ko naya saal,pos
hum naay advance mein yeh pegham bheja hai,neu
kon janey ke naye saal mein yeh pegham kon parhay,neu
tera miyaar badalta hai nasbaton ki terhan,neu
